,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,nursery,internet,guardian_x,traveltime_x,studytime_x,failures_x,schoolsup_x,famsup_x,paid_x,activities_x,higher_x,romantic_x,famrel_x,freetime_x,goout_x,Dalc_x,Walc_x,health_x,absences_x,G1_x,G2_x,G3_x,guardian_y,traveltime_y,studytime_y,failures_y,schoolsup_y,famsup_y,paid_y,activities_y,higher_y,romantic_y,famrel_y,freetime_y,goout_y,Dalc_y,Walc_y,health_y,absences_y,G1_y,G2_y,G3_y
110,GP,F,17,R,GT3,T,4,4,services,services,reputation,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mother,2,3,0,no,yes,no,yes,yes,no,5,3,4,1,1,5,0,7,7,8
111,GP,F,17,R,GT3,T,4,4,teacher,teacher,course,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mother,1,1,0,no,no,no,yes,yes,no,4,4,4,1,1,5,2,15,16,17
112,GP,F,17,R,LE3,A,1,4,other,other,course,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,other,4,1,1,no,yes,no,no,yes,no,5,5,4,1,1,5,14,9,9,8
113,GP,F,17,R,LE3,T,1,1,at_home,other,course,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mother,2,3,0,no,no,no,yes,yes,no,4,3,3,1,3,5,4,15,14,15
114,GP,F,17,R,LE3,T,2,2,services,services,course,yes,yes,mother,1,3,0,no,yes,yes,yes,yes,no,3,3,2,2,2,3,3,11,11,11,mother,1,3,0,no,yes,no,yes,yes,no,3,3,2,2,2,3,0,11,11,10
115,GP,F,17,R,LE3,T,3,1,services,other,reputation,yes,no,mother,2,4,0,no,yes,yes,no,yes,no,3,1,2,1,1,3,6,18,18,18,mother,2,4,0,no,yes,no,no,yes,no,3,1,2,1,1,3,0,18,19,19
116,GP,F,17,R,LE3,T,4,4,services,other,other,yes,no,mother,1,1,0,no,yes,yes,no,yes,no,5,2,1,1,2,3,12,8,10,10,mother,1,1,0,no,yes,no,no,yes,no,5,2,1,1,2,3,6,12,11,11
117,GP,F,17,U,GT3,A,2,1,other,other,course,yes,yes,mother,2,3,0,no,no,no,yes,yes,yes,3,2,3,1,2,3,10,12,10,12,mother,2,3,0,no,no,no,yes,yes,yes,3,2,3,1,2,3,0,15,15,16
118,GP,F,17,U,GT3,A,2,2,at_home,at_home,home,yes,yes,father,1,2,1,no,yes,no,no,yes,yes,3,3,1,1,2,4,0,9,8,0,father,1,2,0,no,yes,no,no,yes,yes,3,3,1,1,2,4,18,10,12,14
119,GP,F,17,U,GT3,A,3,3,health,other,reputation,no,yes,mother,1,2,0,no,yes,no,no,yes,yes,3,3,3,1,3,3,6,8,7,9,mother,1,2,0,no,yes,no,no,yes,yes,3,3,3,1,3,3,10,12,13,14
120,GP,F,17,U,GT3,A,4,3,services,services,course,yes,yes,mother,1,2,0,no,yes,yes,no,yes,yes,5,2,2,1,2,5,23,13,13,13,mother,1,2,0,no,yes,no,no,yes,yes,5,2,2,1,2,5,14,15,14,17
121,GP,F,17,U,GT3,A,4,4,other,teacher,home,yes,no,mother,2,2,0,yes,yes,no,no,yes,no,4,1,4,1,1,1,6,6,5,6,mother,2,2,0,yes,yes,no,no,yes,no,4,1,4,1,1,1,2,10,13,13
122,GP,F,17,U,GT3,T,1,1,at_home,other,course,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mother,1,2,0,yes,no,no,no,yes,yes,4,3,2,1,1,4,10,10,9,10
123,GP,F,17,U,GT3,T,1,1,at_home,other,course,no,yes,father,1,2,0,no,yes,no,no,yes,no,5,3,3,1,1,3,4,5,5,6,father,1,2,0,no,yes,no,no,yes,no,5,3,3,1,1,3,2,9,11,11
124,GP,F,17,U,GT3,T,1,1,at_home,other,reputation,yes,no,mother,1,3,1,no,yes,no,yes,yes,yes,4,3,4,1,1,5,0,6,5,0,mother,1,3,0,no,yes,no,yes,yes,yes,4,3,4,1,1,5,12,12,12,12
125,GP,F,17,U,GT3,T,1,1,at_home,services,course,yes,yes,mother,1,2,0,no,no,no,yes,yes,no,5,3,3,1,1,3,0,8,8,9,mother,1,2,0,no,no,no,yes,yes,no,5,3,3,1,1,3,0,12,11,12
126,GP,F,17,U,GT3,T,1,1,other,other,course,no,no,mother,1,2,0,no,yes,yes,no,yes,no,4,4,4,1,3,1,4,9,9,10,mother,1,2,0,no,yes,no,no,yes,no,4,4,4,1,3,1,0,14,15,15
127,GP,F,17,U,GT3,T,1,1,other,services,course,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,father,1,2,0,no,yes,no,no,yes,no,4,3,4,1,2,5,4,11,10,11
128,GP,F,17,U,GT3,T,1,1,services,teacher,reputation,yes,yes,mother,1,3,0,no,yes,yes,no,yes,no,4,3,3,1,1,3,6,13,12,12,mother,1,3,0,no,yes,no,no,yes,no,4,3,3,1,1,3,0,13,13,14
129,GP,F,17,U,GT3,T,2,1,services,other,course,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mother,2,2,0,no,yes,no,yes,yes,yes,4,3,4,2,2,1,10,12,15,15
130,GP,F,17,U,GT3,T,2,1,services,other,reputation,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mother,1,2,0,no,yes,no,yes,yes,no,4,3,5,2,4,4,4,12,16,16
131,GP,F,17,U,GT3,T,2,2,at_home,at_home,course,yes,yes,mother,1,3,0,no,yes,yes,yes,yes,no,4,3,3,1,1,4,4,9,10,10,mother,1,3,0,no,yes,no,yes,yes,no,4,3,3,1,1,4,0,12,12,13
132,GP,F,17,U,GT3,T,2,2,other,other,course,no,yes,mother,1,2,0,no,yes,no,no,yes,no,5,4,5,1,2,5,4,10,9,11,mother,1,2,0,no,yes,no,no,yes,no,5,4,5,1,2,5,12,12,12,14
133,GP,F,17,U,GT3,T,2,2,other,other,course,yes,no,mother,1,2,0,no,yes,no,no,yes,yes,4,2,2,1,1,3,12,11,9,9,mother,1,2,0,no,yes,no,no,yes,yes,4,2,2,1,1,3,4,14,13,13
134,GP,F,17,U,GT3,T,2,2,other,services,reputation,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,father,3,3,0,no,yes,no,no,yes,yes,4,2,3,1,1,1,8,13,15,15
135,GP,F,17,U,GT3,T,2,2,services,services,reputation,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mother,1,2,0,no,yes,no,yes,yes,no,4,3,4,1,3,4,0,13,17,17
136,GP,F,17,U,GT3,T,2,3,at_home,other,home,yes,no,father,2,1,0,no,yes,yes,no,yes,no,3,3,3,1,4,3,3,7,7,8,father,2,1,0,no,yes,no,no,yes,no,3,3,3,1,4,3,4,12,13,13
137,GP,F,17,U,GT3,T,2,3,other,other,course,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,father,2,2,0,no,no,no,yes,yes,yes,4,2,1,1,1,3,2,11,12,14
138,GP,F,17,U,GT3,T,2,4,at_home,health,reputation,yes,yes,mother,2,2,0,no,yes,yes,no,yes,yes,4,3,3,1,1,1,2,10,10,10,mother,2,2,0,no,yes,no,no,yes,yes,4,3,3,1,1,1,6,15,16,16
139,GP,F,17,U,GT3,T,2,4,services,services,reputation,yes,no,father,1,2,0,no,yes,no,yes,yes,no,5,4,2,2,3,5,0,16,17,17,father,1,2,0,no,yes,no,yes,yes,no,5,4,2,2,3,5,0,17,18,17
140,GP,F,17,U,GT3,T,3,1,other,at_home,home,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mother,1,1,1,no,yes,yes,no,yes,yes,4,1,2,1,1,3,6,10,13,13
141,GP,F,17,U,GT3,T,3,1,services,services,course,no,yes,father,1,3,0,no,yes,no,no,yes,no,3,4,3,2,3,5,1,12,14,15,father,1,3,0,no,yes,no,no,yes,no,3,4,3,2,3,5,0,17,18,17
142,GP,F,17,U,GT3,T,3,2,health,health,reputation,no,yes,father,1,4,0,no,yes,yes,yes,yes,no,5,2,2,1,2,5,0,17,17,18,father,1,4,0,no,yes,no,yes,yes,no,5,2,2,1,2,5,0,18,18,18
143,GP,F,17,U,GT3,T,3,2,other,other,course,no,yes,mother,1,2,0,no,no,no,yes,yes,no,5,3,4,1,3,3,10,16,15,15,mother,1,2,0,no,no,no,yes,yes,no,5,3,4,1,3,3,2,17,18,17
144,GP,F,17,U,GT3,T,3,2,other,other,course,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,father,1,2,0,no,no,no,yes,yes,no,5,4,2,1,1,3,4,14,14,15
145,GP,F,17,U,GT3,T,3,2,other,other,home,yes,yes,mother,1,2,0,no,yes,yes,no,yes,yes,4,3,2,2,3,2,0,7,8,0,mother,1,2,0,no,yes,no,no,yes,yes,4,3,2,2,3,2,0,12,13,15
146,GP,F,17,U,GT3,T,3,3,at_home,other,course,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mother,1,1,0,no,yes,yes,yes,yes,no,4,2,5,2,5,5,2,11,12,11
147,GP,F,17,U,GT3,T,3,3,other,other,home,no,no,mother,1,3,0,no,no,no,yes,yes,no,3,2,3,1,1,4,4,10,9,9,mother,1,3,0,no,no,no,yes,yes,no,3,2,3,1,1,4,2,15,12,13
148,GP,F,17,U,GT3,T,3,3,services,other,home,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mother,2,3,0,no,yes,no,no,yes,yes,4,2,2,2,3,5,10,11,11,11
149,GP,F,17,U,GT3,T,3,4,at_home,services,home,yes,yes,mother,1,3,1,no,yes,yes,no,yes,yes,4,4,3,3,4,5,28,10,9,9,mother,1,3,1,no,yes,yes,no,yes,yes,4,4,3,3,4,5,14,8,9,8
150,GP,F,17,U,GT3,T,3,4,services,other,course,yes,yes,mother,1,3,0,no,no,no,no,yes,no,4,4,5,1,3,5,16,16,15,15,mother,1,3,0,no,no,no,no,yes,no,4,4,5,1,3,5,8,11,13,14
151,GP,F,17,U,GT3,T,4,2,other,other,reputation,yes,yes,mother,2,3,0,no,yes,yes,no,yes,no,4,3,3,1,1,3,0,15,12,14,mother,2,3,0,no,yes,no,no,yes,no,4,3,3,1,1,3,0,16,16,16
152,GP,F,17,U,GT3,T,4,3,health,other,reputation,yes,yes,mother,1,3,0,no,yes,yes,yes,yes,yes,4,4,3,1,3,4,0,13,15,15,mother,1,3,0,no,yes,no,yes,yes,yes,4,4,3,1,3,4,0,11,12,13
153,GP,F,17,U,GT3,T,4,3,health,services,reputation,yes,yes,mother,1,3,0,no,yes,yes,no,yes,no,4,2,2,1,2,3,0,15,15,15,mother,1,3,0,no,yes,no,no,yes,no,4,2,2,1,2,3,0,17,18,18
154,GP,F,17,U,GT3,T,4,3,other,other,reputation,yes,yes,mother,1,2,2,no,no,yes,no,yes,yes,3,4,5,2,4,1,22,6,6,4,mother,1,2,0,no,no,no,no,yes,yes,3,4,5,2,4,1,16,11,9,10
155,GP,F,17,U,GT3,T,4,4,health,health,course,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mother,1,1,0,no,no,no,yes,yes,no,5,3,4,1,2,5,2,14,15,17
156,GP,F,17,U,GT3,T,4,4,other,teacher,course,yes,no,mother,1,1,0,yes,yes,no,no,yes,yes,4,2,1,1,1,4,0,11,11,12,mother,1,1,0,yes,yes,no,no,yes,yes,4,2,1,1,1,4,0,13,13,13
157,GP,F,17,U,GT3,T,4,4,services,teacher,home,yes,yes,mother,2,1,1,no,yes,no,no,yes,no,4,2,4,2,3,2,24,18,18,18,mother,2,1,1,no,yes,no,no,yes,no,4,2,4,2,3,2,30,14,15,16
158,GP,F,17,U,GT3,T,4,4,teacher,services,course,yes,yes,mother,1,3,0,no,yes,yes,yes,yes,no,5,4,4,1,3,4,7,10,9,9,mother,1,2,0,no,yes,yes,no,yes,yes,5,3,1,1,4,5,2,11,11,12
159,GP,F,17,U,GT3,T,4,4,teacher,services,course,yes,yes,mother,1,3,0,no,yes,yes,yes,yes,no,5,4,4,1,3,4,7,10,9,9,mother,1,3,0,no,yes,no,yes,yes,no,5,4,4,1,3,4,0,13,12,13
160,GP,F,17,U,GT3,T,4,4,teacher,teacher,course,no,yes,mother,2,3,0,no,yes,yes,no,yes,yes,4,3,3,1,2,4,4,14,14,14,mother,2,3,0,no,yes,no,no,yes,yes,4,3,3,1,2,4,4,15,14,15
161,GP,F,17,U,LE3,A,2,1,other,other,course,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mother,3,1,0,no,yes,no,no,yes,no,3,2,2,1,2,5,8,11,10,11
162,GP,F,17,U,LE3,A,2,2,other,other,home,no,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mother,1,1,1,no,yes,no,no,no,no,3,1,2,1,1,1,8,11,9,10
163,GP,F,17,U,LE3,A,3,3,services,other,home,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mother,1,2,0,yes,yes,no,no,yes,no,5,3,3,1,1,5,0,12,12,13
164,GP,F,17,U,LE3,A,4,2,teacher,other,course,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mother,1,2,0,no,yes,no,yes,yes,no,4,3,2,1,1,4,4,15,14,14
165,GP,F,17,U,LE3,T,0,2,at_home,at_home,home,yes,yes,father,2,3,0,no,no,no,no,yes,no,3,3,3,2,3,2,0,16,15,15,father,2,3,0,no,no,no,no,yes,no,3,3,3,2,3,2,0,14,14,15
166,GP,F,17,U,LE3,T,1,1,at_home,at_home,course,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mother,1,3,0,no,yes,no,yes,yes,yes,4,3,2,1,2,4,10,11,10,10
167,GP,F,17,U,LE3,T,2,1,other,other,home,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,father,1,2,0,no,no,no,yes,yes,no,4,2,3,2,2,2,2,11,12,14
168,GP,F,17,U,LE3,T,2,2,other,other,course,yes,yes,father,1,1,0,no,yes,no,no,yes,yes,3,4,4,1,3,5,12,10,13,12,father,1,1,0,no,yes,no,no,yes,yes,3,4,4,1,3,5,2,13,12,12
169,GP,F,17,U,LE3,T,2,2,services,other,course,yes,yes,mother,2,2,0,yes,yes,yes,no,yes,yes,4,4,4,2,3,5,6,12,12,12,mother,2,2,0,yes,yes,no,no,yes,yes,4,4,4,2,3,5,6,12,12,12
170,GP,F,17,U,LE3,T,2,2,services,services,course,yes,yes,father,1,4,0,no,no,yes,yes,yes,yes,3,4,1,1,1,2,0,10,9,0,father,1,4,0,no,no,no,yes,yes,yes,3,4,1,1,1,2,2,10,11,12
171,GP,F,17,U,LE3,T,2,4,services,services,course,yes,yes,father,1,2,0,no,no,no,yes,yes,yes,4,3,2,1,1,5,0,14,15,15,father,1,2,0,no,no,no,yes,yes,yes,4,3,2,1,1,5,8,14,15,16
172,GP,F,17,U,LE3,T,3,2,other,other,reputation,yes,yes,mother,2,2,0,no,no,yes,no,yes,no,4,4,4,1,3,1,2,14,15,15,mother,2,2,0,no,no,no,no,yes,no,4,4,4,1,3,1,2,14,16,15
173,GP,F,17,U,LE3,T,3,3,other,other,reputation,yes,yes,mother,1,2,0,no,yes,no,yes,yes,yes,5,3,3,2,3,1,56,9,9,8,mother,1,2,0,no,yes,no,yes,yes,yes,5,3,3,2,3,1,32,14,13,14
174,GP,F,17,U,LE3,T,4,2,teacher,services,reputation,yes,yes,mother,1,4,0,no,yes,yes,yes,yes,no,4,2,3,1,1,4,6,14,12,13,mother,1,4,0,no,yes,no,yes,yes,no,4,2,3,1,1,4,2,14,15,17
175,GP,F,17,U,LE3,T,4,3,health,other,reputation,yes,yes,father,1,2,0,no,no,no,yes,yes,yes,3,2,3,1,2,3,14,13,13,14,father,1,2,0,no,no,no,yes,yes,yes,3,2,3,1,2,3,0,14,12,12
176,GP,F,18,R,GT3,A,3,2,other,services,home,no,yes,mother,2,2,0,no,no,no,no,no,yes,4,1,1,1,1,5,75,10,9,9,mother,2,2,0,no,no,no,no,no,yes,4,1,1,1,1,5,15,12,9,10
177,GP,F,18,R,GT3,T,1,1,at_home,other,course,no,no,mother,3,1,3,no,yes,no,yes,yes,no,5,2,5,1,5,4,6,9,8,10,mother,3,1,3,no,yes,no,yes,yes,no,5,2,5,1,5,4,6,11,10,11
178,GP,F,18,R,GT3,T,2,1,other,other,reputation,yes,yes,mother,2,2,0,no,yes,no,no,no,yes,4,3,5,1,2,3,0,6,0,0,mother,2,2,0,no,yes,no,no,no,yes,4,3,5,1,2,3,12,8,9,10
179,GP,F,18,R,GT3,T,2,2,at_home,other,course,yes,no,mother,2,4,0,no,no,no,yes,yes,no,4,4,4,1,1,4,0,10,9,0,mother,2,4,0,no,no,no,yes,yes,no,4,4,4,1,1,4,6,14,13,14
180,GP,F,18,R,GT3,T,2,2,other,other,home,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mother,1,2,0,yes,no,no,no,yes,no,3,2,3,1,1,5,4,11,11,13
181,GP,F,18,R,GT3,T,3,1,other,other,reputation,yes,yes,mother,1,2,1,no,no,no,yes,yes,yes,5,3,3,1,1,4,16,9,8,7,mother,1,2,0,no,no,no,yes,yes,yes,5,3,3,1,1,4,4,8,8,8
182,GP,F,18,R,GT3,T,4,4,teacher,other,reputation,yes,yes,mother,2,2,0,no,no,yes,yes,yes,no,4,3,4,2,2,4,8,12,10,11,mother,2,2,0,no,no,no,yes,yes,no,4,3,4,2,2,4,8,10,11,12
183,GP,F,18,R,LE3,T,1,1,at_home,other,reputation,yes,no,mother,2,4,0,no,yes,yes,yes,yes,no,5,2,2,1,1,3,1,12,12,12,mother,2,4,0,no,yes,no,yes,yes,no,5,2,2,1,1,3,2,17,17,18
184,GP,F,18,U,GT3,A,3,2,other,services,course,no,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,other,1,3,0,no,yes,no,yes,yes,yes,4,3,3,5,1,5,10,12,11,11
185,GP,F,18,U,GT3,A,4,4,at_home,teacher,course,yes,no,mother,2,2,0,yes,no,no,no,yes,no,4,3,4,1,1,3,6,5,6,6,mother,2,2,0,yes,no,no,no,yes,no,4,3,4,1,1,3,4,0,11,11
186,GP,F,18,U,GT3,T,1,1,other,other,home,yes,yes,mother,2,2,0,yes,no,no,yes,yes,no,5,4,4,1,1,4,4,8,9,10,mother,2,2,0,yes,no,no,yes,yes,no,5,4,4,1,1,4,0,12,13,13
187,GP,F,18,U,GT3,T,1,1,other,other,home,yes,yes,mother,2,2,0,yes,no,no,yes,yes,no,5,4,4,1,1,4,4,8,9,10,mother,2,3,0,no,no,no,yes,yes,no,4,5,5,1,2,2,0,14,14,14
188,GP,F,18,U,GT3,T,1,4,other,teacher,home,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mother,1,2,0,yes,yes,no,no,yes,yes,3,4,4,1,2,5,2,10,10,11
189,GP,F,18,U,GT3,T,2,1,other,other,course,no,yes,other,2,3,0,no,yes,yes,no,yes,yes,4,4,4,1,1,3,0,7,0,0,other,2,3,0,no,yes,no,no,yes,yes,4,4,4,1,1,3,10,12,10,11
190,GP,F,18,U,GT3,T,2,1,other,other,home,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mother,1,2,0,no,yes,no,no,yes,yes,4,2,5,1,2,1,8,14,14,15
191,GP,F,18,U,GT3,T,2,1,other,other,reputation,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mother,2,2,0,no,no,no,yes,yes,yes,4,3,1,1,1,5,10,12,13,14
192,GP,F,18,U,GT3,T,2,1,services,other,course,yes,yes,mother,2,2,0,no,yes,yes,yes,yes,no,5,3,3,1,2,1,0,8,8,0,mother,2,2,0,no,yes,no,yes,yes,no,5,3,3,1,2,1,2,12,12,15
193,GP,F,18,U,GT3,T,2,1,services,other,reputation,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mother,1,2,3,no,yes,no,yes,no,yes,5,4,5,1,3,5,10,10,9,8
194,GP,F,18,U,GT3,T,2,2,at_home,at_home,other,yes,yes,mother,1,3,0,no,yes,yes,no,yes,no,4,3,3,1,2,2,5,18,18,19,mother,1,3,0,no,yes,no,no,yes,no,4,3,3,1,2,2,0,18,18,18
195,GP,F,18,U,GT3,T,2,2,at_home,other,course,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mother,4,2,0,no,no,no,yes,yes,yes,4,2,5,1,1,2,2,10,9,10
196,GP,F,18,U,GT3,T,2,2,at_home,services,home,yes,yes,mother,1,3,0,no,yes,yes,yes,yes,yes,4,3,3,1,1,3,0,9,10,0,mother,1,3,0,no,yes,no,yes,yes,yes,4,3,3,1,1,3,0,11,12,13
197,GP,F,18,U,GT3,T,2,2,other,other,course,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mother,1,1,0,no,yes,no,yes,yes,yes,4,3,5,2,4,5,2,10,10,10
198,GP,F,18,U,GT3,T,2,3,at_home,other,course,yes,yes,mother,1,3,0,no,yes,no,no,yes,no,4,3,3,1,2,3,4,11,10,10,mother,1,3,0,no,yes,no,no,yes,no,4,3,3,1,2,3,0,11,12,14
199,GP,F,18,U,GT3,T,2,3,other,services,reputation,yes,yes,father,1,4,0,no,yes,yes,yes,yes,yes,4,5,5,1,3,2,4,15,14,14,father,1,4,0,no,yes,no,yes,yes,yes,4,5,5,1,3,2,10,16,16,16
200,GP,F,18,U,GT3,T,2,4,services,at_home,reputation,yes,yes,other,1,2,1,no,yes,yes,yes,yes,no,4,4,3,1,1,3,8,14,12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201,GP,F,18,U,GT3,T,3,2,at_home,other,reputation,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,father,1,3,0,no,yes,no,no,yes,yes,4,3,4,1,2,2,5,14,17,17
202,GP,F,18,U,GT3,T,3,2,other,services,other,yes,yes,mother,1,3,0,no,no,no,no,yes,yes,5,4,3,2,3,1,7,13,13,14,mother,1,3,0,no,no,no,no,yes,yes,5,4,3,2,3,1,4,14,16,17
203,GP,F,18,U,GT3,T,3,2,services,other,home,no,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mother,1,2,0,no,yes,no,yes,yes,yes,3,1,2,1,2,1,4,10,13,13
204,GP,F,18,U,GT3,T,3,3,at_home,other,course,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,father,1,2,0,no,yes,no,no,yes,no,4,1,4,1,1,3,8,11,12,14
205,GP,F,18,U,GT3,T,3,3,other,other,course,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mother,2,1,1,no,no,no,no,no,no,4,1,1,1,1,3,14,8,7,7
206,GP,F,18,U,GT3,T,3,3,services,services,home,yes,yes,mother,1,2,0,no,no,no,yes,yes,no,5,3,4,1,1,4,0,7,0,0,mother,1,2,0,no,no,no,yes,yes,no,5,3,4,1,1,4,8,10,11,12
207,GP,F,18,U,GT3,T,3,4,other,other,course,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mother,1,1,0,no,yes,no,yes,yes,yes,5,4,4,1,1,1,4,11,12,14
208,GP,F,18,U,GT3,T,4,3,other,other,course,yes,yes,mother,1,3,0,no,yes,yes,yes,yes,yes,4,3,4,1,1,5,9,9,10,9,mother,1,3,0,no,yes,no,yes,yes,yes,4,3,4,1,1,5,2,14,15,17
209,GP,F,18,U,GT3,T,4,3,other,other,reputation,yes,yes,father,1,4,0,no,yes,yes,no,yes,no,4,3,3,1,1,3,0,14,13,14,father,1,4,0,no,yes,no,no,yes,no,4,3,3,1,1,3,0,16,17,17
210,GP,F,18,U,GT3,T,4,3,services,other,home,yes,yes,father,1,2,0,no,yes,yes,no,yes,yes,3,1,2,1,3,2,21,17,18,18,father,1,2,0,no,yes,no,no,yes,yes,3,1,2,1,3,2,2,15,15,15
211,GP,F,18,U,GT3,T,4,4,health,health,reputation,yes,yes,father,1,2,1,yes,yes,no,yes,yes,yes,2,4,4,1,1,4,15,9,8,8,father,1,2,1,yes,yes,no,yes,yes,yes,2,4,4,1,1,4,2,14,12,13
212,GP,F,18,U,GT3,T,4,4,teacher,other,course,yes,yes,mother,1,2,0,no,yes,yes,no,yes,no,4,4,4,3,3,5,2,11,11,11,mother,1,2,0,no,yes,no,no,yes,no,4,4,4,3,3,5,0,12,11,13
213,GP,F,18,U,LE3,A,2,1,other,other,course,no,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mother,1,2,0,no,yes,no,no,yes,yes,4,3,4,1,3,5,2,12,12,13
214,GP,F,18,U,LE3,A,2,2,services,other,reputation,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mother,2,2,0,no,yes,no,no,yes,no,4,1,4,1,3,4,10,14,17,17
215,GP,F,18,U,LE3,A,2,4,services,other,course,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mother,2,2,1,no,yes,no,no,yes,no,4,3,3,1,1,3,18,10,10,10
216,GP,F,18,U,LE3,A,4,4,health,other,home,yes,yes,mother,1,2,0,no,yes,no,no,yes,yes,4,2,4,1,1,4,14,12,10,11,mother,1,2,0,no,yes,yes,no,yes,yes,4,2,4,1,1,4,0,14,15,15
